rowid,subject_category
5078,Physical Geography
5078,Geology
5079,Neurosciences & Neurology
5079,Pharmacology & Pharmacy
5079,Psychiatry
5080,Biochemistry & Molecular Biology
5080,Chemistry
5081,Food Science & Technology
5082,Food Science & Technology
5083,Geology
5084,Life Sciences & Biomedicine - Other Topics
5085,Engineering
5085,Materials Science
5085,Mechanics
5086,Oncology
5087,Agriculture
5087,Veterinary Sciences
5087,Zoology
5088,Veterinary Sciences
5089,Biochemistry & Molecular Biology
5089,Chemistry
5090,Environmental Sciences & Ecology
5090,Water Resources
5091,Physics
5092,Agriculture
5092,Plant Sciences
5093,Biochemistry & Molecular Biology
5093,Chemistry
5094,Pharmacology & Pharmacy
5095,Neurosciences & Neurology
5096,Orthopedics
5097,"Radiology, Nuclear Medicine & Medical Imaging"
5098,Chemistry
5098,Nuclear Science & Technology
5099,Veterinary Sciences
5100,Marine & Freshwater Biology
5101,Physics
5102,General & Internal Medicine
5103,Biochemistry & Molecular Biology
5103,Chemistry
5104,Computer Science
5105,Biochemistry & Molecular Biology
5105,Chemistry
5106,Agriculture
5107,Engineering
5107,Materials Science
5107,Mechanics
5108,Biochemistry & Molecular Biology
5108,Neurosciences & Neurology
5109,"Public, Environmental & Occupational Health"
5110,Environmental Sciences & Ecology
5111,Evolutionary Biology
5111,Genetics & Heredity
5112,General & Internal Medicine
5113,Materials Science
5113,Metallurgy & Metallurgical Engineering
5114,General & Internal Medicine
5115,General & Internal Medicine
5116,General & Internal Medicine
5117,Respiratory System
5118,Education & Educational Research
5118,"Public, Environmental & Occupational Health"
5119,Genetics & Heredity
5119,Research & Experimental Medicine
5120,Biochemistry & Molecular Biology
5120,Chemistry
5121,Geochemistry & Geophysics
5121,Mineralogy
5122,Cardiovascular System & Cardiology
5122,"Radiology, Nuclear Medicine & Medical Imaging"
5123,Operations Research & Management Science
5124,Energy & Fuels
5125,Chemistry
5125,Materials Science
5125,Metallurgy & Metallurgical Engineering
5125,Physics
5126,Immunology
5126,Microbiology
5127,Plant Sciences
5128,Physics
5129,Astronomy & Astrophysics
5130,Biochemistry & Molecular Biology
5130,Chemistry
5131,Biochemistry & Molecular Biology
5131,Endocrinology & Metabolism
5132,Oncology
5133,General & Internal Medicine
5134,Plant Sciences
5135,Food Science & Technology
5135,Toxicology
5136,Chemistry
5137,Neurosciences & Neurology
5138,Biodiversity & Conservation
5138,Environmental Sciences & Ecology
5139,Geology
5139,Meteorology & Atmospheric Sciences
5140,General & Internal Medicine
5141,Meteorology & Atmospheric Sciences
5142,Chemistry
5142,Science & Technology - Other Topics
5142,Materials Science
5142,Physics
5143,General & Internal Medicine
5144,"Radiology, Nuclear Medicine & Medical Imaging"
5145,Chemistry
5146,Medical Laboratory Technology
5147,Microbiology
5148,Physics
5149,Materials Science
5149,Metallurgy & Metallurgical Engineering
5150,Environmental Sciences & Ecology
5151,Science & Technology - Other Topics
5152,Neurosciences & Neurology
5152,Psychiatry
5153,Chemistry
5154,Neurosciences & Neurology
5154,Psychiatry
5155,Cell Biology
5156,Cardiovascular System & Cardiology
5157,Biochemistry & Molecular Biology
5157,Chemistry
5158,Biochemistry & Molecular Biology
5159,Research & Experimental Medicine
5160,Psychology
5161,Veterinary Sciences
5162,Nutrition & Dietetics
5163,Veterinary Sciences
5164,Neurosciences & Neurology
5164,Pathology
5165,Neurosciences & Neurology
5166,Mathematics
5167,Zoology
5168,Computer Science
5168,Engineering
5169,Anatomy & Morphology
5169,Medical Laboratory Technology
5169,Pathology
5170,Biochemistry & Molecular Biology
5170,Chemistry
5171,Mathematics
5172,Mathematics
5173,Plant Sciences
5174,Agriculture
5175,General & Internal Medicine
5176,Urology & Nephrology
5177,Engineering
5177,Geology
5177,Water Resources
5178,"Public, Environmental & Occupational Health"
5179,Research & Experimental Medicine
5179,Pharmacology & Pharmacy
5180,Polymer Science
5181,Mycology
5182,Energy & Fuels
5183,General & Internal Medicine
5184,Chemistry
5184,Science & Technology - Other Topics
5184,Materials Science
5184,Physics
5185,Hematology
5186,Infectious Diseases
5187,Behavioral Sciences
5187,Zoology
5188,Meteorology & Atmospheric Sciences
5189,Health Care Sciences & Services
5189,Medical Informatics
5190,Rheumatology
5191,Engineering
5191,Polymer Science
5192,Genetics & Heredity
5193,Agriculture
5194,Materials Science
5194,Polymer Science
5195,Pharmacology & Pharmacy
5196,Cardiovascular System & Cardiology
5196,Respiratory System
5196,Surgery
5197,General & Internal Medicine
5198,Area Studies
5199,General & Internal Medicine
5200,Environmental Sciences & Ecology
5200,Evolutionary Biology
5201,Rehabilitation
5201,Sport Sciences
5202,Biochemistry & Molecular Biology
5202,Chemistry
5203,Infectious Diseases
5203,Pharmacology & Pharmacy
5204,Pediatrics
5205,Immunology
5205,Research & Experimental Medicine
5206,Computer Science
5206,Mathematics
5207,Chemistry
5207,Food Science & Technology
5207,Toxicology
5208,Food Science & Technology
5208,Nutrition & Dietetics
5209,Biochemistry & Molecular Biology
5209,Chemistry
5210,General & Internal Medicine
5211,Biochemistry & Molecular Biology
5211,Cell Biology
5212,Environmental Sciences & Ecology
5213,Environmental Sciences & Ecology
5214,General & Internal Medicine
5215,Engineering
5215,Materials Science
5216,Electrochemistry
5216,Energy & Fuels
5216,Materials Science
5217,Chemistry
5217,Engineering
5217,Instruments & Instrumentation
5218,Physics
5219,Zoology
5220,Cell Biology
5220,Physiology
5221,Physics
5222,Science & Technology - Other Topics
5223,Astronomy & Astrophysics
5223,Physics
5224,Energy & Fuels
5225,Psychiatry
5226,Biotechnology & Applied Microbiology
5226,Microbiology
5227,Rehabilitation
5228,Polymer Science
5229,Veterinary Sciences
5230,Education & Educational Research
5231,Parasitology
5232,Oncology
5232,Hematology
5233,Cardiovascular System & Cardiology
5233,Pharmacology & Pharmacy
5234,Biochemistry & Molecular Biology
5235,Physics
5236,Science & Technology - Other Topics
5236,Environmental Sciences & Ecology
5237,Neurosciences & Neurology
5237,Pathology
5238,Psychology
5239,Physics
5240,Biochemistry & Molecular Biology
5240,Biophysics
5241,Genetics & Heredity
5242,Agriculture
5242,Computer Science
5243,Food Science & Technology
5243,Nutrition & Dietetics
5244,Agriculture
5244,Science & Technology - Other Topics
5245,General & Internal Medicine
5246,Geology
5247,General & Internal Medicine
5248,Nutrition & Dietetics
5249,Oncology
5250,Chemistry
5250,Engineering
5250,Instruments & Instrumentation
5251,Cell Biology
5252,General & Internal Medicine
5253,Zoology
5254,Chemistry
5255,Biochemistry & Molecular Biology
5255,Research & Experimental Medicine
5255,Pharmacology & Pharmacy
5256,Biochemistry & Molecular Biology
5256,Cell Biology
5257,Science & Technology - Other Topics
5258,Psychology
5258,Physiology
5259,Psychology
5259,Substance Abuse
5259,Psychiatry
5260,Geochemistry & Geophysics
5261,General & Internal Medicine
5262,Pharmacology & Pharmacy
5263,General & Internal Medicine
5264,Agriculture
5264,Plant Sciences
5265,Veterinary Sciences
5266,Chemistry
5266,Food Science & Technology
5266,Toxicology
5267,Psychiatry
5268,Otorhinolaryngology
5269,Hematology
5269,Cardiovascular System & Cardiology
5270,General & Internal Medicine
5271,Business & Economics
5271,Public Administration
5272,Gastroenterology & Hepatology
5273,Microbiology
5274,Nursing
5274,Government & Law
5275,Chemistry
5276,Life Sciences & Biomedicine - Other Topics
5276,Mathematical & Computational Biology
5277,Microbiology
5277,Mycology
5278,Mathematics
5279,General & Internal Medicine
5280,Biochemistry & Molecular Biology
5280,Chemistry
5281,Biochemistry & Molecular Biology
5281,Biophysics
5281,Optics
5282,Neurosciences & Neurology
5282,Surgery
5283,Substance Abuse
5284,Remote Sensing
5285,Neurosciences & Neurology
5286,Surgery
5287,Mycology
5288,Environmental Sciences & Ecology
5289,Oncology
5290,Agriculture
5290,Plant Sciences
5291,Agriculture
5292,Chemistry
5292,Pharmacology & Pharmacy
5293,Integrative & Complementary Medicine
5294,Psychology
5295,Science & Technology - Other Topics
5296,Biodiversity & Conservation
5296,Plant Sciences
5296,Pharmacology & Pharmacy
5297,Agriculture
5297,Plant Sciences
5298,Science & Technology - Other Topics
5298,Environmental Sciences & Ecology
5299,Cardiovascular System & Cardiology
5299,"Radiology, Nuclear Medicine & Medical Imaging"
5300,Life Sciences & Biomedicine - Other Topics
5301,Cardiovascular System & Cardiology
5302,General & Internal Medicine
5303,Environmental Sciences & Ecology
5303,"Public, Environmental & Occupational Health"
5304,Astronomy & Astrophysics
5305,Science & Technology - Other Topics
5306,Immunology
5307,Oncology
5308,Endocrinology & Metabolism
5309,Cell Biology
5310,Biochemistry & Molecular Biology
5310,Chemistry
5311,Mathematics
5312,Linguistics
5313,Chemistry
5313,Electrochemistry
5313,Energy & Fuels
5313,Materials Science
5314,Oncology
5314,Urology & Nephrology
5315,Oncology
5316,"Public, Environmental & Occupational Health"
5317,Plant Sciences
5318,Biochemistry & Molecular Biology
5318,Chemistry
5319,"Public, Environmental & Occupational Health"
5320,Evolutionary Biology
5321,Psychology
5322,Biophysics
5322,Engineering
5323,Geriatrics & Gerontology
5324,Psychiatry
5325,Respiratory System
5326,Physiology
5327,Biochemistry & Molecular Biology
5327,Chemistry
5328,Microbiology
5329,Environmental Sciences & Ecology
5329,"Public, Environmental & Occupational Health"
5330,Biochemistry & Molecular Biology
5330,Chemistry
5331,General & Internal Medicine
5332,Chemistry
5332,Engineering
5332,Materials Science
5332,Physics
5333,Psychology
5334,Mathematical & Computational Biology
5335,Neurosciences & Neurology
5336,Neurosciences & Neurology
5337,Gastroenterology & Hepatology
5338,Hematology
5338,Cardiovascular System & Cardiology
5339,Chemistry
5339,Pharmacology & Pharmacy
5340,Government & Law
5341,General & Internal Medicine
5342,Nutrition & Dietetics
5343,General & Internal Medicine
5344,Mathematics
5345,Immunology
5346,Psychiatry
5347,Behavioral Sciences
5347,Neurosciences & Neurology
5348,Oncology
5349,General & Internal Medicine
5349,Neurosciences & Neurology
5350,Life Sciences & Biomedicine - Other Topics
5350,Microbiology
5351,Food Science & Technology
5351,Nutrition & Dietetics
5352,Orthopedics
5352,Sport Sciences
5352,Surgery
5353,Entomology
5353,Physiology
5353,Zoology
5354,Biochemistry & Molecular Biology
5355,Geriatrics & Gerontology
5356,Life Sciences & Biomedicine - Other Topics
5357,Pediatrics
5358,Physics
5359,Pharmacology & Pharmacy
5360,Ophthalmology
5361,Behavioral Sciences
5361,Endocrinology & Metabolism
5362,Biochemistry & Molecular Biology
5363,Business & Economics
5363,Health Care Sciences & Services
5364,Mycology
5365,Psychiatry
5366,Science & Technology - Other Topics
5366,Environmental Sciences & Ecology
5367,Paleontology
5368,Environmental Sciences & Ecology
5368,"Public, Environmental & Occupational Health"
5369,General & Internal Medicine
5370,Paleontology
5371,Physical Geography
5371,Geology
5371,Paleontology
5372,Cardiovascular System & Cardiology
5372,"Radiology, Nuclear Medicine & Medical Imaging"
5373,Biochemistry & Molecular Biology
5373,Chemistry
5374,Neurosciences & Neurology
5375,Astronomy & Astrophysics
5376,Chemistry
5376,Physics
5377,Substance Abuse
5377,Psychiatry
5378,Science & Technology - Other Topics
5379,Biodiversity & Conservation
5379,Environmental Sciences & Ecology
5380,Astronomy & Astrophysics
5381,Infectious Diseases
5381,Research & Experimental Medicine
5381,Microbiology
5382,"Radiology, Nuclear Medicine & Medical Imaging"
5382,Urology & Nephrology
5383,Research & Experimental Medicine
5384,Biochemistry & Molecular Biology
5384,Chemistry
5385,Engineering
5386,Biochemistry & Molecular Biology
5386,Research & Experimental Medicine
5386,Pharmacology & Pharmacy
5387,Urology & Nephrology
5388,Zoology
5389,Cardiovascular System & Cardiology
5389,Respiratory System
5389,Surgery
5389,Transplantation
5390,Oncology
5391,Zoology
5392,Pharmacology & Pharmacy
5393,Psychology
5393,Neurosciences & Neurology
5393,Physiology
5394,Agriculture
5395,Psychology
5395,Substance Abuse
5395,Psychiatry
5396,Environmental Sciences & Ecology
5396,Geology
5396,Remote Sensing
5396,Imaging Science & Photographic Technology
5397,Oncology
5398,Microbiology
5399,Plant Sciences
5400,Psychology
5401,Biochemistry & Molecular Biology
5402,Physiology
5403,Mathematics
5404,Chemistry
5404,Electrochemistry
5404,Instruments & Instrumentation
5405,Pharmacology & Pharmacy
5406,Immunology
5407,Biochemistry & Molecular Biology
5407,Cell Biology
5408,Anatomy & Morphology
5408,Neurosciences & Neurology
5409,Biochemistry & Molecular Biology
5409,Plant Sciences
5409,Chemistry
5410,Psychiatry
5411,Immunology
5412,Astronomy & Astrophysics
5413,Psychology
5414,Pharmacology & Pharmacy
5415,Oncology
5416,Reproductive Biology
5417,Obstetrics & Gynecology
5417,Reproductive Biology
5418,Environmental Sciences & Ecology
5418,"Public, Environmental & Occupational Health"
5419,Computer Science
5419,Engineering
5420,Geochemistry & Geophysics
5421,Chemistry
5422,Biochemistry & Molecular Biology
5422,Chemistry
5423,Computer Science
5424,Biochemistry & Molecular Biology
5424,Chemistry
5425,Oncology
5426,Meteorology & Atmospheric Sciences
5427,Rehabilitation
5428,Chemistry
5428,Materials Science
5429,Biochemistry & Molecular Biology
5430,Environmental Sciences & Ecology
5430,"Public, Environmental & Occupational Health"
5431,Cardiovascular System & Cardiology
5432,Mathematics
5433,Neurosciences & Neurology
5434,Microbiology
5435,Mathematics
5436,Infectious Diseases
5436,Veterinary Sciences
5437,Research & Experimental Medicine
5438,Surgery
5438,Cardiovascular System & Cardiology
5439,Oncology
5439,Immunology
5440,Chemistry
5440,Engineering
5440,Materials Science
5440,Physics
5441,General & Internal Medicine
5442,Operations Research & Management Science
5443,Anthropology
5443,Archaeology
5444,Physics
5445,Cardiovascular System & Cardiology
5446,Psychology
5447,Plant Sciences
5448,Astronomy & Astrophysics
5449,Cell Biology
5449,Pathology
5450,Materials Science
5450,Metallurgy & Metallurgical Engineering
5451,Thermodynamics
5451,Chemistry
5452,Sport Sciences
5453,Physics
5454,Allergy
5454,Immunology
5455,Entomology
5456,Neurosciences & Neurology
5457,Veterinary Sciences
5458,Computer Science
5458,Telecommunications
5459,Chemistry
5459,Physics
5460,Astronomy & Astrophysics
5460,Life Sciences & Biomedicine - Other Topics
5460,Geology
5461,Biochemistry & Molecular Biology
5461,Pharmacology & Pharmacy
5461,Chemistry
5462,Allergy
5462,Immunology
5463,Neurosciences & Neurology
5463,Physiology
5464,Neurosciences & Neurology
5464,Surgery
5465,Immunology
5465,Neurosciences & Neurology
5465,Psychiatry
5466,Biochemistry & Molecular Biology
5466,Chemistry
5467,Biochemistry & Molecular Biology
5467,Chemistry
5468,Astronomy & Astrophysics
5469,Oncology
5469,Pathology
5470,Chemistry
5471,Substance Abuse
5471,Psychiatry
5471,Psychology
5472,Immunology
5473,Biochemistry & Molecular Biology
5473,Biophysics
5473,Cell Biology
5474,Hematology
5474,Cardiovascular System & Cardiology
5475,Research & Experimental Medicine
5476,Audiology & Speech-Language Pathology
5476,Linguistics
5476,Rehabilitation
5477,Pharmacology & Pharmacy
5478,Mycology
5479,Oncology
5480,Astronomy & Astrophysics
5480,Physics
5481,Physics
5482,Biochemistry & Molecular Biology
5482,Chemistry
5483,Chemistry
5484,Physiology
5485,Science & Technology - Other Topics
5485,Materials Science
5486,Obstetrics & Gynecology
5487,Engineering
5487,Environmental Sciences & Ecology
5487,Water Resources
5488,Astronomy & Astrophysics
5488,Physics
5489,Oncology
5490,Geriatrics & Gerontology
5491,Ophthalmology
5492,Geriatrics & Gerontology
5493,Pharmacology & Pharmacy
5494,Biochemistry & Molecular Biology
5494,Chemistry
5495,Allergy
5495,Immunology
5496,Electrochemistry
5497,Materials Science
5497,Physics
5498,Ophthalmology
5499,Life Sciences & Biomedicine - Other Topics
5500,Astronomy & Astrophysics
5501,Neurosciences & Neurology
